tax_id,accepted_name,synonym,symbol,synonym_symbol,name
722860,Schlumbergera opuntioides,Epiphyllum opuntioides,,,
2893845,Cipocereus pusilliflorus,Floribunda pusilliflora,,,
2893849,Cleistocactus hyalacanthus,Cereus hyalacanthus,,,
2893849,Cleistocactus hyalacanthus,Cleistocactus tarijensis,,,
2893863,Corryocactus squarrosus,Cereus squarrosus,,,
2893863,Corryocactus squarrosus,Erdisia squarrosa,,,
911489,Lymanbensonia brevispina,Lepismium brevispinum,,,
911489,Lymanbensonia brevispina,Rhipsalis brevispina,,,
911492,Pfeiffera asuntapatensis,Lepismium asuntapatense,,,
911493,Pfeiffera boliviana,Hariota boliviana,,,
911493,Pfeiffera boliviana,Lepismium bolivianum,,,
911493,Pfeiffera boliviana,Rhipsalis boliviana,,,
911494,Pfeiffera paranganiensis,Acanthorhipsalis paraganiensis,,,
911494,Pfeiffera paranganiensis,Acanthorhipsalis paranganiensis,,,
911494,Pfeiffera paranganiensis,Pfeiffera paraganiensis,,,
1550511,Echinocereus chisosensis subsp. fobeanus,Echinocereus fobeanus,,,
1550512,Echinocereus ferreirianus subsp. lindsayi,Echinocereus ferreiranus subsp. lindsayi,,,
1550512,Echinocereus ferreirianus subsp. lindsayi,Echinocereus ferreirianus subsp. lindsayorum,,,
1550512,Echinocereus ferreirianus subsp. lindsayi,Echinocereus lindsayi,,,
1550512,Echinocereus ferreirianus subsp. lindsayi,Echinocereus lindsayorum,,,
1550513,Echinocereus pulchellus subsp. weinbergii,Echinocereus weinbergii,,,
1550514,Echinocereus stolonifer subsp. tayopensis,Echinocereus tayopensis,,,
1550515,Echinocereus viridiflorus subsp. cylindricus,Cereus viridiflorus var. cylindricus,,,
3344587,Acanthocalycium leucanthum,Echinocactus leucanthus,,,
3344587,Acanthocalycium leucanthum,Echinopsis leucantha,,,
1001083,Cereus spegazzinii,"Cereus spegazzinii F.A.C.Weber, 1899",,,
1001083,Cereus spegazzinii,Monvillea spegazzinii,,,
3344621,Melocactus longicarpus,Melocactus ernestii subsp. longicarpus,,,
3344624,Melocactus neoviridescens,Melocactus pachyacanthus subsp. viridis,,,
2935028,Cylindropuntia bernardina,Opuntia bernardina,,,
2935032,Cylindropuntia calmalliana,Opuntia calmalliana,,,
2935033,Cylindropuntia caribaea,Opuntia caribaea,,,
2935035,Cylindropuntia fosbergii,Cylindropuntia x fosbergii,,,
2935035,Cylindropuntia fosbergii,Opuntia bigelovii var. hoffmannii,,,
2935035,Cylindropuntia fosbergii,Opuntia fosbergii,,,
2935036,Cylindropuntia ganderi subsp. catavinensis,Cylindropuntia ganderi var. catavinensis,,,
2935037,Grusonia densispina,Opuntia densispina,,,
3344647,Melocactus oreas subsp. cremnophilus,Melocactus cremnophilus,,,
338184,Opuntia cochenillifera,Cactus cochenillifer,,,
338184,Opuntia cochenillifera,Nopalea cochenillifera,,,
3344650,Melocactus violaceus subsp. ritteri,Melocactus macrodiscus var. minor,,,
2918711,Coryphantha elephantidens subsp. bumamma,Coryphantha bumamma,,,
2918711,Coryphantha elephantidens subsp. bumamma,Mammillaria bumamma,,,
2918713,Coryphantha durangensis subsp. cuencamensis,Coryphantha cuencamensis,,,
2918722,Ferocactus recurvus,Cactus recurvus,,,
2918724,Sclerocactus warnockii,Neolloydia warnockii,,,
1542480,Maihueniopsis colorea,Tephrocactus coloreus,,,
2894205,Espostoa blossfeldiorum,Cephalocereus blossfeldiorum,,,
2894205,Espostoa blossfeldiorum,Facheiroa blossfeldiorum,,,
2894205,Espostoa blossfeldiorum,Thrixanthocereus blossfeldiorum,,,
2713995,Acharagma aguirreanum,Acharagma aguirreana,,,
2713995,Acharagma aguirreanum,Escobaria aguirreana,,,
2713995,Acharagma aguirreanum,Gymnocactus aguirreanus,,,
2713996,Rapicactus beguinii subsp. hintoniorum,Turbinicarpus beguinii subsp. hintoniorum,,,
2713997,Rapicactus booleanus,Turbinicarpus booleanus,,,
2713998,Rapicactus mandragora,Echinocactus mandragora,,,
2713998,Rapicactus mandragora,Turbinicarpus mandragora,,,
2713999,Rapicactus subterraneus,Echinocactus subterraneus,,,
2713999,Rapicactus subterraneus,Turbinicarpus subterraneus,,,
2714000,Rapicactus zaragosae,Gymnocactus subterraneus var. zaragosae,,,
2714001,Sclerocactus scheeri,Echinocactus scheeri,,,
2714007,Turbinicarpus macrochele,Echinocactus macrochele,,,
2714007,Turbinicarpus macrochele,Turbinicarpus schmiedickeanus subsp. macrochele,,,
2714012,Turbinicarpus saueri subsp. knuthianus,Echinocactus knuthianus,,,
2714013,Turbinicarpus saueri subsp. ysabelae,Thelocactus ysabelae,,,
2714015,Turbinicarpus schmiedickeanus subsp. flaviflorus,Turbinicarpus flaviflorus,,,
2714016,Turbinicarpus schmiedickeanus subsp. gracilis,Turbinicarpus gracilis,,,
2714018,Turbinicarpus schmiedickeanus subsp. rubriflorus,Turbinicarpus schwarzii var. rubriflorus,,,
2714019,Turbinicarpus schmiedickeanus subsp. schwarzii,Strombocactus schwarzii,,,
2714020,Turbinicarpus viereckii subsp. major,Gymnocactus viereckii var. major,,,
308225,Cereus fernambucensis,Cereus pernambucensis,,,
2714022,Kadenicarpus horripilus,Mammillaria horripila,,,
2714022,Kadenicarpus horripilus,Turbinicarpus horripilus,,,
2714023,Kadenicarpus pseudomacrochele,Strombocactus pseudomacrochele,,,
2714023,Kadenicarpus pseudomacrochele,Turbinicarpus pseudomacrochele,,,
2714024,Kadenicarpus pseudomacrochele subsp. krainzianus,Toumeya krainziana,,,
2714025,Kadenicarpus pseudomacrochele subsp. minimus,Turbinicarpus krainzianus f. minimus,,,
2042389,Coryphantha alversonii,Cactus radiosus var. alversonii,,,
182820,Eriosyce umadeave,Friesia umadeave,,,
182822,Parodia lenninghausii,Pilocereus lenninghausii,,,
182823,Parodia tenuicylindrica,Notocactus tenuicylindricus,,,
182824,Parodia mammulosa,Echinocactus mammulosus,,,
182826,Parodia rudibuenekeri,Notocactus rudibuenekeri,,,
182828,Parodia langsdorffii,Cactus langsdorffii,,,
182828,Parodia langsdorffii,Parodia langsdorfii,,,
182829,Parodia erinaceus,Cactus erinaceus,,,
182829,Parodia erinaceus,Wigginsia erinaceus,,,
182830,Parodia stuemeri,Echinocactus stuemeri,,,
2894417,Micranthocereus dolichospermaticus,Austrocephalocereus dolichospermaticus,,,
2894418,Micranthocereus polyanthus,Cephalocereus polyanthus,,,
2894419,Micranthocereus purpureus,Cephalocereus purpureus,,,
2042456,Sclerocactus polyancistrus,Echinocactus polyancistrus,,,
911982,Lymanbensonieae,Calymmanthieae,,,
944768,Strophocactus,Pseudoacanthocereus,,,
2321253,Browningia altissima,Gymnanthocereus altissimus,,,
2321253,Browningia altissima,Gymnocereus altissimus,,,
2894700,Trichocereus macrogonus,Cereus macrogonus,,,
2321269,Borzicactus tenuiserpens,Cleistocactus tenuiserpens,,,
1756022,Xiquexique gounellei,Pilocereus gounellei,,,
1756022,Xiquexique gounellei,Pilosocereus gounellei,,,
3050395,Echinocereus fendleri var. kuenzleri,Echinocereus kuenzleri,,,
3050397,Echinocereus fendleri subsp. rectispinus,Echinocereus fendleri var. rectispinus,,,
3050397,Echinocereus fendleri subsp. rectispinus,Echinocereus rectispinus,,,
1813479,Schlumbergera bridgesii,Epiphyllum bridgesii,,,
1240062,Gymnocalycium acorrugatum,Gymnocalycium castellanosii subsp. acorrugatum,,,
1240069,Gymnocalycium lukasikii subsp. lukasikii,Gymnocalycium lukasikii subsp. lukasiki,,,
1240077,Gymnocalycium sp. 'sanluisense',Gymnocalycium sanluisense n.n.,,,
1354779,Arthrocereus glaziovii,Cereus glaziovii,,,
1354781,Cleistocactus samaipatanus,Bolivicereus samaipatanus,,,
1354781,Cleistocactus samaipatanus,Borzicactus samaipatanus,,,
1354783,Facheiroa squamosa,Cereus squamosus,,,
1354788,Pilosocereus rosae,Pilosocereus fulvilanatus subsp. rosae,,,
1354793,Brachycereus nesioticus,Cereus nesioticus,,,
2108475,Cephalocereus sanchezmejoradae,Neobuxbaumia sanchez-mejoradae,,,
2108475,Cephalocereus sanchezmejoradae,Neobuxbaumia sanchezmejoradae,,,
928853,Ferocactus hamatacanthus,Echinocactus hamatacanthus,,,
928853,Ferocactus hamatacanthus,Ferocactus hamatocanthus,,,
1677701,Copiapoa cinerea,Echinocactus cinereus,,,
1677703,Copiapoa cinerea subsp. columna-alba,Copiapoa columna-alba,,,
1677704,Copiapoa cinerea subsp. krainziana,Copiapoa krainziana,,,
371859,Opuntia ficus-indica,Cactus ficus-indica,,,
371859,Opuntia ficus-indica,"Opuntia vulgaris Mill., non auct.",,,
1677717,Copiapoa humilis subsp. tenuissima,Copiapoa hypogaea subsp. tenuissima,,,
1677718,Copiapoa humilis subsp. tocopillana,Copiapoa tocopillana,,,
1677719,Copiapoa humilis subsp. variispinata,Copiapoa variispinata,,,
2687228,Coleocephalocereus purpureus,Buiningia purpurea,,,
1262545,Coryphantha chlorantha,Coryphantha vivipara var. deserti,,,
1262545,Coryphantha chlorantha,Escobaria deserti,,,
1262545,Coryphantha chlorantha,Mammillaria chlorantha,,,
183649,Leucostele chiloensis,Cactus chiloensis,,,
183649,Leucostele chiloensis,Echinopsis chiloensis,,,
183649,Leucostele chiloensis,Trichocereus chiloensis,,,
1112764,Pterocactus tuberosus,Opuntia tuberosa,,,
1112766,Tephrocactus molinensis,Opuntia molinensis,,,
2944407,Borzicactus leonensis,Cleistocactus leonensis,,,
2944409,Matucana hoxeyi,Matucana paucicostata subsp. hoxeyi,,,
2944415,Borzicactus icosagonus subsp. roseiflorus,Akersia roseiflora,,,
2944415,Borzicactus icosagonus subsp. roseiflorus,Cleistocactus roseiflorus,,,
2944417,Borzicactus plagiostoma,Cereus plagiostoma,,,
2944417,Borzicactus plagiostoma,Cleistocactus plagiostoma,,,
1109431,Deamia testudo,Cereus pterogonus,,,
1109431,Deamia testudo,"Cereus testudo Karw. ex Zucc., 1837",,,
1109431,Deamia testudo,Selenicereus testudo,,,
1109431,Deamia testudo,Strophocactus testudo,,,
2944446,Haageocereus platinospinus,Cereus platinospinus,,,
2944450,Haageocereus versicolor,Cereus versicolor,,,
2944453,Loxanthocereus gracilis,Maritimocereus gracilis,,,
2944462,Matucana huagalensis,Borzicactus huagalensis,,,
2944467,Matucana tuberculata,Borzicactus tuberculatus,,,
2944473,Oroya borchersii,Echinocactus borchersii,,,
2608646,Austrocylindropuntia verschaffeltii,Opuntia verschaffeltii,,,
2608647,Brasiliopuntia schulzii,Opuntia schulzii,,,
2608650,Maihueniopsis bonnieae,"Puna bonnieae D.J.Ferguson & R.Kiesling, 1997",,,
2608649,Maihueniopsis recurvata,Cumulopuntia recurvata,,,
2608652,Tephrocactus geometricus,Opuntia geometrica,,,
2608653,Tephrocactus halophilus,Opuntia halophila,,,
2608654,Tephrocactus paediophilus,Opuntia paediophila,,,
2608651,Tephrocactus articulatus var. oligacanthus,Opuntia diademata var. oligacantha,,,
2608651,Tephrocactus articulatus var. oligacanthus,Tephrocactus articulatus var. oligocanthus,,,
336131,Peniocereus greggii,Cereus greggii,,,
336133,Peniocereus greggii var. transmontanus,Cereus greggii var. transmontanus,,,
336133,Peniocereus greggii var. transmontanus,Peniocereus greggii subsp. transmontanus,,,
336134,Peniocereus hirschtianus,Cereus hirschtianus,,,
336136,Peniocereus lazaro-cardenasii,Neoevansia lazaro-cardenasii,,,
1125938,Selenicereus costaricensis,Cereus trigonus var. costaricensis,,,
1125938,Selenicereus costaricensis,Hylocereus costaricensis,,,
2485809,Homalocephala polycephala subsp. polycephala,Echinocactus polycephalus var. polycephalus,,,
2485810,Homalocephala polycephala subsp. xeranthemoides,Echinocactus polycephalus var. xeranthemoides,,,
2485808,Echinocactus horizonthalonius subsp. nicholii,Echinocactus horizonthalonius var. nicholii,,,
336141,Acanthocereus oaxacensis,Nyctocereus oaxacensis,,,
336141,Acanthocereus oaxacensis,Peniocereus oaxacensis,,,
336144,Peniocereus sp. Guzman 957,Peniocereus sp. Guzman 957 MEXU,,,
336145,Peniocereus striatus,Cereus striatus,,,
336150,Deamia chontalensis,Nyctocereus chontalensis,,,
336150,Deamia chontalensis,Selenicereus chontalensis,,,
336150,Deamia chontalensis,Strophocactus chontalensis,,,
336152,Selenicereus hamatus,Cereus hamatus,,,
336153,Stenocereus alamosensis,Cereus alamosensis,,,
336154,Stenocereus beneckei,Cereus beneckei,,,
336156,Stenocereus griseus,Cereus griseus,,,
336157,Stenocereus gummosus,Cereus gummosus,,,
336158,Stenocereus kerberi,Cereus kerberi,,,
2231969,Eriosyce duripulpa,Chileorebutia duripulpa,,,
2231969,Eriosyce duripulpa,Eriosyce napina subsp. duripulpa,,,
336159,Stenocereus montanus,Lemaireocereus montanus,,,
336160,Stenocereus peruvianus,Cactus peruvianus,,,
1789617,Disocactus anguliger,Epiphyllum anguliger,,,
1789617,Disocactus anguliger,Phyllocactus anguliger,,,
1789618,Disocactus aurantiacus,Heliocereus aurantiacus,,,
1789620,Disocactus crenatus,Cereus crenatus,,,
1789620,Disocactus crenatus,Epiphyllum crenatum,,,
1789623,Disocactus lepidocarpus,Epiphyllum lepidocarpum,,,
1789623,Disocactus lepidocarpus,Phyllocactus lepidocarpus,,,
1789627,Disocactus speciosus subsp. cinnabarinus,Cereus cinnabarinus,,,
1789629,Disocactus speciosus subsp. heterodoxus,Heliocereus heterodoxus,,,
1789635,Epiphyllum hookeri subsp. pittieri,Phyllocactus pittieri,,,
1789637,Selenicereus purpusii,Cereus purpusii,,,
1789637,Selenicereus purpusii,Hylocereus purpusii,,,
446151,Opuntia fragilis,Cactus fragilis,,,
866967,Coryphantha recurvata,Mammillaria recurvata,,,
866968,Coryphantha retusa,Mammillaria retusa,,,
2887374,Opuntia basilaris var. brachyclada,Opuntia brachyclada,,,
2887375,Opuntia basilaris var. treleasei,Opuntia treleasei,,,
866969,Coryphantha robustispina,Mammillaria robustispina,,,
866970,Coryphantha salinensis,Echinocactus salinensis,,,
2912030,Haageocereus fascicularis,Cereus fascicularis,,,
2912030,Haageocereus fascicularis,Haageocereus chilensis,,,
866993,Disocactus martianus,Aporocactus martianus,,,
866993,Disocactus martianus,Cereus martianus,,,
866994,Disocactus speciosus,Cactus speciosus,,,
866994,Disocactus speciosus,Heliocereus speciosus,,,
866995,Homalocephala polycephala,Echinocactus polycephalus,,,
866999,Echinocereus berlandieri,Cereus berlandieri,,,
867000,Echinocereus brandegeei,Cereus brandegeei,,,
867002,Echinocereus cinerascens,Cereus cinerascens,,,
867003,Echinocereus dasyacanthus,Echinomastus intertextus subsp. dasyacanthus,,,
867005,Echinocereus fasciculatus,Mammillaria fasciculata,,,
867006,Echinocereus fendleri,Cereus fendleri,,,
867007,Echinocereus ferreirianus,Echinocereus ferreiranus,,,
867013,Echinocereus longisetus,Cereus longisetus,,,
2944975,Arrojadoa bahiensis,Floribunda bahiensis,,,
2944978,Arrojadoa penicillata,Cereus penicillatus,,,
2944979,Discocactus placentiformis,Cactus placentiformis,,,
2944982,Melocactus violaceus,Cactus melocactus var. depressus,,,
2944982,Melocactus violaceus,Melocactus depressus,,,
2944983,Micranthocereus estevesii,Austrocephalocereus estevesii,,,
2944985,Parodia carambeiensis,Notocactus carambeiensis,,,
2944986,Stephanocereus luetzelburgii,Cereus luetzelburgii,,,
2609176,Epithelantha potosina,Epithelantha greggii subsp. potosina,,,
2609177,Epithelantha pulchra,Epithelantha pachyrhiza subsp. pulchra,,,
929819,Ariocarpus bravoanus subsp. hintonii,Ariocarpus fissuratus subsp. hintonii,,,
929819,Ariocarpus bravoanus subsp. hintonii,Ariocarpus fissuratus var. hintonii,,,
2609180,Rapicactus beguinii,Thelocactus beguinii,,,
2609180,Rapicactus beguinii,Turbinicarpus beguinii,,,
2609182,Epithelantha greggii,Mammillaria micromeris var. greggii,,,
929823,Ariocarpus kotschoubeyanus subsp. albiflorus,Roseocactus kotschoubeyanus var. albiflorus,,,
2609188,Epithelantha pachyrhiza,Epithelantha micromeris var. pachyrhiza,,,
2609191,Escobaria cubensis,Coryphantha cubensis,,,
2609192,Escobaria missouriensis subsp. asperispina,Coryphantha asperispina,,,
2609193,Leptocereus paniculatus,Cactus paniculatus,,,
2609194,Sclerocactus mariposensis,Echinomastus mariposensis,,,
3043374,Acanthocalycium rhodotrichum,Echinopsis rhodotricha,,,
3043375,Arrojadoa marylaniae,Arrojadoopsis marylaniae,,,
3043378,Brasilicereus estevesii,Bragaia estevesii,,,
867038,Epithelantha micromeris,Mammillaria micromeris,,,
867041,Escobaria laredoi,Coryphantha laredoi,,,
3043391,Lobivia ancistrophora,Echinopsis ancistrophora,,,
3043397,Arrojadoa violaciflora,Micranthocereus violaciflorus,,,
3043397,Arrojadoa violaciflora,Viridicereus violaciflorus,,,
3043399,Soehrensia formosa,Echinocactus formosus,,,
3043399,Soehrensia formosa,Echinopsis formosa,,,
3043399,Soehrensia formosa,Lobivia formosa,,,
867044,Ferocactus alamosanus,Echinocactus alamosanus,,,
867043,Coryphantha vivipara,Cactus viviparus,,,
867043,Coryphantha vivipara,Escobaria vivipara,,,
867045,Ferocactus chrysacanthus,Echinocactus chrysacanthus,,,
153885,Parodia maassii,Parodia maasii,,,
867047,Ferocactus echidne,Echinocactus echidne,,,
1003630,Cereus peruvianus,Piptanthocereus peruvianus,,,
176262,Arrojadoa rhodantha,Cereus rhodanthus,,,
176264,Harrisia adscendens,Cereus adscendens,,,
176265,Selenicereus undatus,Cereus undatus,,,
176265,Selenicereus undatus,Hylocereus undatus,,,
176269,Neoraimondia herzogiana,Neocardenasia herzogiana,,,
176271,Echinopsis candicans,Cereus candicans,,,
176271,Echinopsis candicans,Trichocereus candicans,,,
867058,Ferocactus pottsii,Echinocactus pottsii,,,
946338,Gymnocalycium angelae,Gymnocalycium denudatum subsp. angelae,,,
946341,Gymnocalycium gibbosum,Cactus gibbosus,,,
946343,Gymnocalycium monvillei subsp. achirasense,Gymnocalycium achirasense,,,
946343,Gymnocalycium monvillei subsp. achirasense,Gymnocalycium horridispinum subsp. achirasense,,,
946346,Gymnocalycium ochoterenae,Gymnocalycium ochoterenai,,,
766221,Cylindropuntia tunicata,Cactus tunicatus,,,
766221,Cylindropuntia tunicata,Opuntia tunicata,,,
1028399,Rhipsalis floccosa subsp. pittieri,Rhipsalis pittieri,,,
1028400,Rhipsalis baccifera subsp. mauritiana,Rhipsalis cassytha var. mauritiana,,,
1927064,Pilosocereus floccosus subsp. quadricostatus,Pilosocereus quadricostatus,,,
1927067,Pilosocereus glaucochrous,Pilocereus glaucochrous,,,
2486682,Weberocereus bradei,Eccremocactus bradei,,,
2920869,Xiquexique,Pilosocereus subgen. Gounellea,,,
2920870,Pilosocereus brooksianus,Cephalocereus brooksianus,,,
2920871,Pilosocereus gaumeri,Cephalocereus gaumeri,,,
2920871,Pilosocereus gaumeri,Cereus gaumeri,,,
2920871,Pilosocereus gaumeri,Pilocereus gaumeri,,,
2920872,Pilosocereus millspaughii,Cephalocereus millspaughii,,,
2920872,Pilosocereus millspaughii,Cereus millspaughii,,,
2920872,Pilosocereus millspaughii,Pilocereus millspaughii,,,
2920873,Pilosocereus moritzianus,Cereus moritzianus,,,
2920874,Pilosocereus robinii,Pilocereus robinii,,,
1405388,Neobuxbaumia laui,Carnegiea laui,,,
2634194,unclassified Selenicereus,unclassified Hylocereus,,,
307714,Pereskia horrida subsp. rauhii,Pereskia vargasii var. rauhii,,,
307715,Pereskia diaz-romeroana,Pereskia diazromeroana,,,
307717,Leuenbergeria lychnidiflora,Pereskia lychnidiflora,,,
307718,Leuenbergeria aureiflora,Pereskia aureiflora,,,
307719,Leuenbergeria portulacifolia,Cactus portulacifolius,,,
307719,Leuenbergeria portulacifolia,Pereskia portulacifolia,,,
307720,Leuenbergeria quisqueyana,Pereskia quisqueyana,,,
307721,Leuenbergeria bleo,Cactus bleo,,,
307721,Leuenbergeria bleo,Pereskia bleo,,,
307726,Pereskia grandifolia subsp. violacea,Pereskia grandifolia var. violacea,,,
3232282,Acanthocalycium rhodotrichum subsp. rhodotrichum,Echinopsis rhodotricha subsp. rhodotricha,,,
3232283,Leucostele werdermanniana,Trichocereus werdermannianus,,,
3232284,Soehrensia camarguensis,Echinopsis camarguensis,,,
3232284,Soehrensia camarguensis,Trichocereus camarguensis,,,
686408,Echinopsis haematantha,Echinocactus haematanthus,,,
686408,Echinopsis haematantha,Lobivia chorrillosensis,,,
686408,Echinopsis haematantha,Lobivia haematantha,,,
686408,Echinopsis haematantha,Lobivia haematantha var. chorrillosensis,,,
686408,Echinopsis haematantha,Lobivia haematantha var. kuehnrichii,,,
686408,Echinopsis haematantha,Lobivia kuehnrichii,,,
686409,Echinopsis silvestrii,Lobivia silvestrii,,,
3044003,Cereus gerardi,Cereus hexagonus subsp. gerardi,,,
1678020,Disocactus phyllanthoides,Cactus phyllanthoides,,,
1678020,Disocactus phyllanthoides,Nopalxochia phyllanthoides,,,
130119,Escobaria zilziana,Coryphantha zilziana,,,
2601704,Cylindropuntia imbricata var. spinotecta,Opuntia spinotecta,,,
2601705,Cylindropuntia abyssi,Opuntia abyssi,,,
2601706,Cylindropuntia acanthocarpa var. thornberi,Opuntia thornberi,,,
2601708,Cylindropuntia acanthocarpa var. ramosa,Opuntia acanthocarpa var. ramosa,,,
2601709,Cylindropuntia alcahes var. burrageana,Cylindropuntia burrageana,,,
2601709,Cylindropuntia alcahes var. burrageana,Opuntia burrageana,,,
2601713,Cylindropuntia californica var. parkeri,Opuntia echinocarpa var. parkeri,,,
2601714,Cylindropuntia californica var. rosarica,Opuntia rosarica,,,
2601715,Cylindropuntia davisii,Opuntia davisii,,,
2601717,Cylindropuntia imbricata var. argentea,Opuntia imbricata var. argentea,,,
2601719,Cylindropuntia x multigeniculata,Opuntia x multigeniculata,,,
2601720,Cylindropuntia whipplei,Opuntia whipplei,,,
2601722,Maihueniopsis camachoi,Opuntia camachoi,,,
2601725,Micropuntia pulchella,Corynopuntia pulchella,,,
2601725,Micropuntia pulchella,Grusonia pulchella,,,
2601725,Micropuntia pulchella,Opuntia pulchella,,,
2282237,Eriosyce atroviridis,Pyrrhocactus atroviridis,,,
2282238,Eriosyce fulva,Chileorebutia fulva,,,
2282239,Eriosyce glabrescens,Chileorebutia glabrescens,,,
2282241,Austrocactus spiniflorus,Opuntia spiniflora,,,
2282240,Eriosyce vallenarensis,Eriosyce subgibbosa subsp. vallenarensis,,,
2282240,Eriosyce vallenarensis,Neoporteria vallenarensis,,,
2282242,Eriosyce aerocarpa,Chileorebutia aerocarpa,,,
2282244,Eriosyce aspillagae,Echinocactus aspillagae,,,
2282246,Eriosyce bulbocalyx,Echinocactus bulbocalyx,,,
2282247,Eriosyce calderana,"Eriosyce calderana (F.Ritter) Ferryman, 2005",,,
2282247,Eriosyce calderana,"Pyrrhocactus calderanus F.Ritter, 196",,,
2282250,Eriosyce clavata,Echinocactus clavatus,,,
2282250,Eriosyce clavata,Eriosyce subgibbosa subsp. clavata,,,
2282250,Eriosyce clavata,"Neoporteria clavata (Sohrens ex K.Schum.) Werderm., 1939",,,
2282251,Eriosyce confinis,Pyrrhocactus confinis,,,
2282252,Eriosyce crispa,Pyrrhocactus crispus,,,
1913614,Rimacactus laui,Eriosyce laui,,,
2282256,Eriosyce engleri,Horridocactus engleri,,,
2749209,Austrocactus coxii,Echinocactus coxii,,,
2749210,Corryocactus erectus,Erdisia erecta,,,
1913622,Eriosyce riparia,Eriosyce napina subsp. riparia,,,
1913622,Eriosyce riparia,Thelocephala riparia,,,
2282261,Eriosyce malleolata,Chileorebutia malleolata,,,
2282261,Eriosyce malleolata,Thelocephala malleolata,,,
2282262,Eriosyce kunzei,Chilenia nidus,,,
2282262,Eriosyce kunzei,Echinocactus kunzei,,,
2282262,Eriosyce kunzei,Echinocactus nidus,,,
2282262,Eriosyce kunzei,Neoporteria nidus,,,
2282263,Eriosyce limariensis,Pyrrhocactus limariensis,,,
2282264,Eriosyce marksiana,Pyrrhocactus marksianus,,,
2282266,Eriosyce fankhauseri,Eriosyce napina subsp. fankhauseri,,,
2282266,Eriosyce fankhauseri,Thelocephala fankhauseri,,,
2282270,Eriosyce recondita,Pyrrhocactus reconditus,,,
2282278,Frailea knippeliana,Echinocactus knippelianus,,,
2282280,Frailea schilinzkyana,Echinocactus schilinzkyanus,,,
2282275,Eriosyce strausiana,Echinocactus strausianus,,,
2282276,Eriosyce tenebrica,Thelocephala tenebrica,,,
2282277,Eriosyce villicumensis,Pyrrhocactus villicumensis,,,
432458,Oroya peruviana,Echinocactus peruvianus,,,
130123,Ferocactus glaucescens,Echinocactus glaucescens,,,
432462,Cipocereus minensis,Cereus minensis,,,
130124,Ferocactus histrix,Echinocactus histrix,,,
709503,Cylindropuntia molesta,Opuntia molesta,,,
130126,Ferocactus robustus,Echinocactus robustus,,,
432474,Browningia candelaris,Cereus candelaris,,,
1217459,Cleistocactus baumannii,Cereus baumannii,,,
1217462,Matucana haynii,Echinocactus haynii,,,
1217462,Matucana haynii,Matucana haynei,,,
1217463,Weberbauerocereus weberbaueri,Cereus weberbaueri,,,
1217464,Echinopsis backebergii,Lobivia backebergii,,,
1217465,Echinopsis tegeleriana,Lobivia tegeleriana,,,
1217467,Echinopsis calorubra,Echinopsis obrepanda subsp. calorubra,,,
1217471,Borzicactus sepium,Cactus sepium,,,
1217471,Borzicactus sepium,Cleistocactus sepium,,,
1217472,Cleistocactus smaragdiflorus,Cereus colubrinus var. smaragdiflorus,,,
1217475,Echinopsis obrepanda,Echinocactus obrepandus,,,
1217476,Echinopsis oxygona,Echinocactus oxygonus,,,
1217477,Echinopsis thionantha,Acanthocalycium thionanthum,,,
1217477,Echinopsis thionantha,Echinocactus thionanthus,,,
1217480,Echinopsis hertrichiana,Lobivia hertrichiana,,,
1217481,Echinopsis chrysantha,Lobivia chrysantha,,,
1217482,Echinopsis densispina,Lobivia densispina f. pectinifera,,,
1217482,Echinopsis densispina,Lobivia densispina,,,
1217482,Echinopsis densispina,Lobivia densispina var. rebutioides,,,
1217482,Echinopsis densispina,Lobivia pectinifera,,,
1217482,Echinopsis densispina,Lobivia rebutioides,,,
1217483,Echinopsis marsoneri,Lobivia marsoneri,,,
1217484,Echinopsis tubiflora,Cereus tubiflorus,,,
1217485,Echinopsis tarijensis,Cereus tarijensis,,,
1217486,Echinopsis caineana,Lobivia caineana,,,
1217489,Praecereus euchlorus,Cereus euchlorus,,,
1217489,Praecereus euchlorus,Monvillea euchlora,,,
1217490,Echinopsis thionantha subsp. ferrarii,Acanthocalycium ferrarii,,,
1217493,Lobivia ferox,Echinopsis ferox,,,
1217493,Lobivia ferox,Lobivia longispina,,,
1217494,Lobivia pugionacantha,Echinopsis pugionacantha,,,
1217495,Echinopsis volliana,Trichocereus vollianus,,,
1217496,Rebutia atrovirens,Lobivia atrovirens,,,
1217499,Lobivia chrysochete,Echinopsis chrysochete,,,
1217500,Echinopsis crassicaulis,Lobivia crassicaulis,,,
1217501,Echinopsis huascha,Cereus huascha,,,
1217502,Echinopsis lamprochlora,Cereus lamprochlorus,,,
1217503,Chamaecereus saltensis,Echinopsis saltensis,,,
1217503,Chamaecereus saltensis,Lobivia saltensis,,,
1217503,Chamaecereus saltensis,Lobivia saltensis var. zapallarensis,,,
1217504,Chamaecereus schreiteri,Echinopsis schreiteri,,,
1217504,Chamaecereus schreiteri,Lobivia schreiteri,,,
1217504,Chamaecereus schreiteri,Lobivia schreiteri var. riolarensis,,,
1217505,Echinopsis thelegonoides,Cereus thelegonoides,,,
1217507,Echinopsis cardenasiana,Echinopsis ancistrophora subsp. cardenasiana,,,
1217507,Echinopsis cardenasiana,Lobivia cardenasiana,,,
1217510,Echinopsis bonnieae,Lobivia bonnieae,,,
